管理id,アクアマリン,ルビー,トウキョウリメイク,R7新年会版,R7正式版,除外,管理ID_初年度登録,管理ID_バイク,管理ID_パッケージ,エントリー日,name,連絡,sns,情報,写真,なまえ,都道府県,身長,メーカー名情報,車種名情報,年式情報,オーナー備考,name_alph,エントリーNo.,pass_photo,pass_bg_maker,,US作業,UG作業,型番,メーカー,_メーカーAlph,_メーカー国,車種1,車種2,馬力ps,燃費km/l,燃費注釈,シートmm,全長mm,乾燥重量,装備重量,車重kg,車重の注釈,価格yen,税別価格,税率,税込価格yen,価格注釈,年式year,年式注釈,排気量,排気量単位,ミッション,気筒数,エンジンモーター,情報ソースURL,備考,,pass_bg_class,pass_back,確率,,pic_path
0134,,,,○,,,TMR07,0030,MV,2023/11/19,,,,,撮影ok,@さとまる,神奈川県,169cm,スズキ,SV650,2022,神奈川,,134,src/img/bike_0134.jpg,,,,,8BL-VP55E,スズキ,SUZUKI,日本,SV650,,72,24,WMTC値燃費,785,2140,,199,199,装備重量,803000,,,80,希望小売価格,2022,日本仕様,645,cc,MT,2,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0135,,,,○,,,TMR07,0031,MV,2023/11/19,,,,,撮影10ok,@ヨコヤマ,埼玉県,170cm,ロイヤルエンフィールド,Hunter350,2023,埼玉,,135,src/img/bike_0135.jpg,,,,,,ロイヤルエンフィールド,Royal Enfield,イギリス,Hunter350,,20,36,実燃費（個人サイト情報）,790,2100,,181,181,装備重量,657800,,,66,希望小売価格,2023,※海外メーカーモデル,349,cc,MT,1,4st,,Dapperシリーズ,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0136,,,,○,〇,,TMR07,0032,MV,2023/11/19,,,,,撮影rn,@カエル,神奈川県,172cm,ホンダ,CBR250RR,2023,神奈川,,136,src/img/bike_0136.jpg,,,,,8BK-MC51,ホンダ,HONDA,日本,CBR250RR,,42,27,WMTC値燃費,790,2065,,168,168,装備重量,907500,,,91,希望小売価格,2023,日本仕様,249,cc,MT,2,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0137,,,,○,,,TMR07,0033,MV,2023/11/19,,,,,撮影rn,@よし,神奈川県,179cm,カワサキ,Z900RS,2022,神奈川,,137,src/img/bike_0137.jpg,,,,,2BL-ZR900C,カワサキ,KAWASAKI,日本,Z900RS,,111,20,WMTC値燃費,800,2100,,215,215,装備重量,1386000,,,139,希望小売価格,2022,日本仕様,948,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0138,,,,○,,,TMR07,0034,MV,2023/11/19,,,,,撮影rn,@たくと,神奈川県,172cm,スズキ,GSXR1000R,2019,神奈川,,138,src/img/bike_0138.jpg,,,,,2BL-DM11G,スズキ,SUZUKI,日本,GSX-R1000R,,197,17,WMTC値燃費,825,2075,,203,203,装備重量,2156000,,,216,希望小売価格,2019,日本仕様,999,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0139,,,,○,〇,,TMR07,0035,MV,2023/11/19,,,,,撮影rn,@ぐすくま,神奈川県,153cm,ホンダ,VT400S,2013,神奈川,,139,src/img/bike_0139.jpg,,,,,EBL-NC46,ホンダ,HONDA,日本,VT400S,,31,22,実燃費（投稿サイト情報）,750,2295,,229,229,装備重量,668520,,,67,希望小売価格,2013,日本仕様,398,cc,MT,2,4st,,★2011年モデルのみしかないはず（119にもいるので統一したほうがよさそう）。。カラーは、グラファイトブラック,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0140,,,,○,△,,TMR07,0036,MV,2023/11/19,,,,,撮影rn,@のむけん,神奈川県,172cm,スズキ,GSR400,2010,神奈川,,140,src/img/bike_0140.jpg,,,,,EBL-GK7EA,スズキ,SUZUKI,日本,GSR400,,61,21,実燃費（投稿サイト情報）,785,2090,,215,215,装備重量,550000,,,55,中古相場価格税込,2010,日本仕様,398,cc,MT,4,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0141,,,,,,,TMR07,0037,MV,2023/11/19,,,,,撮影rn,@サト,神奈川県,170cm,ヤマハ,セロー250,2018,神奈川,,141,src/img/bike_0141.jpg,,,,,2BK-DG31J,ヤマハ,YAMAHA,日本,セロー250,,20,39,WMTC値燃費,830,2100,,133,133,装備重量,564840,,,56,希望小売価格,2018,日本仕様,249,cc,MT,1,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0142,,,,,,,TMR07,0038,MV,2023/11/19,,,,,撮影rn,@てぃーけぇーじぃー,神奈川県,171cm,ホンダ,CBR250RR,1990,神奈川,,142,src/img/bike_0142.jpg,,,,,MC22,ホンダ,HONDA,日本,CBR250RR,,45,26,実燃費（投稿サイト情報）,725,1975,,157,157,装備重量,599000,,,60,希望小売価格,1990,日本仕様,249,cc,MT,4,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0143,,,,○,,,TMR07,0039,MV,2023/11/19,,,,,撮影rn,@あの,神奈川県,162cm,ホンダ,400X,2013,神奈川,,143,src/img/bike_0143.jpg,,,,,EBL-NC47,ホンダ,HONDA,日本,400X,,46,30,実燃費（投稿サイト情報）,795,2085,,192,192,装備重量,679350,,,68,希望小売価格,2013,日本仕様,399,cc,MT,4,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0144,,,,○,,,TMR07,0040,MV,2023/11/19,,,,,撮影rn,@ぽち,神奈川県,177cm,ヤマハ,XSR900,2018,神奈川,,144,src/img/bike_0144.jpg,,,,,2BL-RN56J,ヤマハ,YAMAHA,日本,XSR900,,116,20,WMTC値燃費,830,2075,,195,195,装備重量,1042200,,,104,希望小売価格,2018,日本仕様,845,cc,MT,3,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0145,,,,○,〇,,TMR07,0041,MV,2023/11/19,,,,,撮影rm順番？ぐすくま,@シロクマ,神奈川県,153cm,ホンダ,Shadow 400,2007,神奈川,,145,src/img/bike_0145.jpg,,,,,BC-NC34,ホンダ,HONDA,日本,Shadow 400,,33,22,実燃費（投稿サイト情報）,675,2450,,248,248,装備重量,724500,,,72,希望小売価格,2007,日本仕様,398,cc,MT,2,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0146,,,,○,,,TMR07,0042,MV,2023/11/19,,,,,撮影rn,@たけ,神奈川県,167cm,ロイヤルエンフィールド,Classic350　,2022,神奈川,,146,src/img/bike_0146.jpg,,,,,,ロイヤルエンフィールド,Royal Enfield,イギリス,Classic350,Signals,20,42,実燃費（投稿サイト情報）,805,2145,,195,195,装備重量,577500,,,58,希望小売価格,2022,※海外メーカーモデル,349,cc,MT,1,4st,,グレード名にSignalsが付いている,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0147,,,,○,,,TMR07,0043,MV,2023/11/19,,,,,撮影rn,@ミルタン,神奈川県,171cm,ハーレーダビッドソン,Sportster XL1200CX Roadster,2018,伊豆箱根,,147,src/img/bike_0147.jpg,,,,,,ハーレーダビッドソン,Harley-Davidson,アメリカ,XL1200CX,Roadster,58,21,実燃費（投稿サイト情報）,785,2185,,259,259,装備重量,1556000,,,156,希望小売価格,2018,※海外メーカーモデル,1202,cc,MT,2,4st,,馬力不明。サイトから引用。https://www.xl1200cx.com/entry/2017/06/25/175208。価格は、ビビッドブラック。写真から判断。。,,src/img/bg_large.svg,src/img/back_large.svg,,,
0148,,,,○,,,TMR07,0044,MV,2023/11/19,,,,,撮影rn,@つの,神奈川県,166cm,スズキ,SV650X,2022,神奈川,,148,src/img/bike_0148.jpg,,,,,8BL-VP55E,スズキ,SUZUKI,日本,SV650X,,72,24,WMTC値燃費,790,2140,,199,199,装備重量,803000,,,80,希望小売価格,2022,日本仕様,645,cc,MT,2,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0149,,,,○,〇,,TMR07,0045,MV,2023/11/19,,,,,撮影rn,@メグロ,神奈川県,172cm,KTM,390 DUKE,2020,宮ヶ瀬,,149,src/img/bike_0149.jpg,,,,,,ケーティーエム,KTM,オーストリア,390 DUKE,,44,27,実燃費（投稿サイト情報）,830,2020,,153,153,装備重量,789000,,,79,希望小売価格,2020,※海外メーカーモデル,373,cc,MT,1,4st,,2022モデル抜粋,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0150,,,,○,,,TMR07,0046,MV,2023/11/19,,,,,撮影rn,@まーくす,神奈川県,168cm,ハーレーダビッドソン,FXDL ダイナ ローライダー,2012,箱根,,150,src/img/bike_0150.jpg,,,,,,ハーレーダビッドソン,Harley-Davidson,アメリカ,FXDL Lowrider,,70,16,実燃費（投稿サイト情報）,655,2350,,305,305,装備重量,1958000,,,196,希望小売価格,2012,※海外メーカーモデル,1584,cc,MT,2,4st,,馬力不明。サイトから引用。https://www.bike-passion.net/market/harley/1450cc/fxdl-dyna-low-rider-twincam88.htm,,src/img/bg_large.svg,src/img/back_large.svg,,,
0151,,,,○,〇,,TMR07,0047,MV,2023/11/19,,,,,撮影rn,@くじら,東京都,159cm,ホンダ,Ape100,2002,東京,,151,src/img/bike_0151.jpg,,,,,BC-HC07,ホンダ,HONDA,日本,Ape100,,7,39,実燃費（投稿サイト情報）,715,1715,,87,87,装備重量,249000,,,25,希望小売価格,2002,日本仕様,99,cc,MT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0152,,,,○,,,TMR07,0048,MV,2023/11/19,,,,,撮影rn,@フランカー,神奈川県,176cm,ヤマハ,XSR900,2016,神奈川,,152,src/img/bike_0152.jpg,,,,,EBL-RN46J,ヤマハ,YAMAHA,日本,XSR900,,110,19,WMTC値燃費,830,2075,,195,195,装備重量,1042200,,,104,希望小売価格,2016,日本仕様,845,cc,MT,3,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0153,,,,○,〇,,TMR07,0049,MV,2023/11/19,,,,,撮影rn,@マツバラテツ,神奈川県,172cm,カワサキ,KLX125,2016,神奈川県,,153,src/img/bike_0153.jpg,,,,,EBJ-LX125C,カワサキ,KAWASAKI,日本,KLX125,,10,46,WMTC値燃費,830,1980,,112,112,装備重量,348840,,,35,希望小売価格,2016,日本仕様,124,cc,MT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0154,,,,○,〇,,TMR07,0050,MV,2023/11/19,,,,,撮影rn,@シュウ,神奈川県,170cm,ホンダ,ベンリィCD50,1999,横浜,,154,src/img/bike_0154.jpg,,,,,,ホンダ,HONDA,日本,ベンリィCD50,,11,25,実燃費（オーナー情報）,760,1910,90,,90,乾燥重量,250000,,,25,中古相場価格税込,1999,日本仕様,125,cc,AT,1,4st,,★車種名情報に50の記載があるが、スペックの情報が124となっている。価格もちょっとチートすぎるので、世間一般的な値がよいと思われる,,src/img/bg_small.svg,src/img/back_small.svg,,,
0155,,,,,,,TMR07,0051,MV,2023/11/19,,,,,受信,@えり,神奈川県,169cm,ホンダ,CBR400R,2013,横浜,,155,src/img/bike_0155.jpg,,,,,EBL-NC47,ホンダ,HONDA,日本,CBR400R,,46,31,実燃費（投稿サイト情報）,785,2075,,194,194,装備重量,689040,,,69,希望小売価格,2013,日本仕様,399,cc,MT,2,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0156,,,,,,,TMR07,0052,MV,2023/11/19,,,,,撮影rn,@ウシさいとう,神奈川県,168cm,ヤマハ,XMAX-R,2019,神奈川,,156,src/img/bike_0156.jpg,,,,,2BK-SG42J,ヤマハ,YAMAHA,日本,XMAX-R,,27,34,WMTC値燃費,795,2185,,174,174,装備重量,804000,,,80,希望小売価格,2019,日本仕様,249,cc,AT,1,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0157,,,,○,,,TMR07,0053,MV,2023/11/19,,,,,撮影rn,@ウワガキみわた,神奈川県,170cm,ハスクバーナ,Vitpilen 401,2022,神奈川,,157,src/img/bike_0157.jpg,,,,,,ハスクバーナ,Husqvarna,スエーデン,Vitpilen 401,,44,32,実燃費（オーナー情報）,835,2090,151,,151,乾燥重量,767000,,,77,希望小売価格,2022,※海外メーカーモデル,373,cc,MT,1,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0158,,,,○,〇,,TMR07,0054,MV,2023/11/19,,,,,撮影1,@きむらゆうき,神奈川県,170cm,ロイヤルエンフィールド,Continental GT 535,2014,神奈川,,158,src/img/bike_0158.jpg,,,,,,ロイヤルエンフィールド,Royal Enfield,イギリス,Continental GT 535,,29,35,実燃費（個人サイト情報）,800,2060,184,,184,乾燥重量,879900,,,88,希望小売価格,2014,※海外メーカーモデル,535,cc,MT,1,4st,,ツルハさん代理エントリー→Continental GT 535。燃費情報がほぼなし。大体30km/l台https://www.goobike.com/learn/report/48/13489999/13489999.html#:~:text=%E3%82%A8%E3%83%B3%E3%82%B8%E3%83%B3%E5%BD%A2%E5%BC%8F%2C%20%E8%BB%8A%E4%B8%A1%E9%87%8D%E9%87%8F%2C%20%E3%82%BF%E3%83%B3%E3%82%AF%E5%AE%B9%E9%87%8F%2C%20%E3%82%BF%E3%82%A4%E3%83%A4%E3%82%B5%E3%82%A4%E3%82%BA%2C%20%E4%BE%A1%E6%A0%BC%2C%20%E5%8D%98%E6%B0%97%E7%AD%92%2C%20184kg%2C%2013.5L%2C%20F:100%EF%BC%8F90%2D18%20R:130%EF%BC%8F70%2D18%2C%2087%E4%B8%879900%E5%86%86%2C,,src/img/bg_large.svg,src/img/back_large.svg,,,
0159,,,,○,,,TMR07,0055,MV,2023/11/23,,,,,staff,@ことぶき,神奈川県,174cm,スズキ,GAG,1986,宮ケ瀬,,159,src/img/bike_0159.jpg,,,,,LA41A,スズキ,SUZUKI,日本,GAG,,5,36,実燃費（投稿サイト情報）,610,1540,,70,70,装備重量,183000,,,18,希望小売価格,1986,日本仕様,49,cc,MT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0160,,,,○,,,TMR07,0056,MV,2023/11/23,,,,,staff,@ヒデ,神奈川県,172cm,プジョー,Django125,2022,神奈川,,160,src/img/bike_0160.jpg,,,,,,プジョーモトシクル,PEUGEOT MOTOCYCLES,フランス,Django125,SHADOW,11,36,実燃費（投稿サイト情報）,770,1925,129,,129,乾燥重量,434500,,,43,希望小売価格,2022,※海外メーカーモデル,125,cc,AT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0161,,,,○,,,TMR07,0057,MV,2023/11/23,,,,,staff,@カエル,神奈川県,172cm,ホンダ,MTX50R,1986,神奈川,,161,src/img/bike_0161.jpg,,,,,A-AD06,ホンダ,HONDA,日本,MTX50R,,7,30,実燃費（個人サイト情報）,830,2070,,97,97,装備重量,185000,,,19,希望小売価格,1986,日本仕様,49,cc,MT,1,4st,,1985年式でok？燃費不明、個人サイト上で23～40km/l。,,src/img/bg_small.svg,src/img/back_small.svg,,,
0162,,,,○,,,TMR07,0058,MV,2023/11/23,,,,,staff,@ヒデ,神奈川県,172cm,ホンダ,CT125,2020,神奈川,,162,src/img/bike_0162.jpg,,,,,2BJ-JA55,ホンダ,HONDA,日本,CT125 HUNTER Cub,,9,67,WMTC値燃費,800,1960,,120,120,装備重量,440000,,,44,希望小売価格,2020,日本仕様,124,cc,AT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0163,,,,○,,,TMR07,0059,MV,2023/11/24,,,,,staff,@はるきち,神奈川県,178cm,ホンダ,Monkey125,2019,神奈川,,163,src/img/bike_0163.jpg,,,,,2BJ-JB02,ホンダ,HONDA,日本,MONKEY125,,9,67,WMTC値燃費,775,1710,,107,107,装備重量,432000,,,43,希望小売価格,2019,日本仕様,124,cc,MT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0164,,,,○,〇,,TMR07,0060,MV,2023/11/26,,,,,撮影,@ばらい,神奈川県,168cm,ヤマハ,マジェスティ125,2001,神奈川,,164,src/img/bike_0164.jpg,,,,,,ヤマハ,YAMAHA,日本,マジェスティ125,,8,34,実燃費（個人サイト情報）,710,2065,,147,147,装備重量,140000,,,14,中古相場価格税込,2001,※海外メーカーモデル,124,cc,AT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0165,,,,○,〇,,TMR07,0061,MV,2023/11/26,,,,,撮影,@みき,神奈川県,168cm,ヤマハ,シグナスX,2006,神奈川,,165,src/img/bike_0165.jpg,,,,,BC-SE12J,ヤマハ,YAMAHA,日本,シグナスX,,10,32,実燃費（投稿サイト情報）,755,1855,,119,119,装備重量,112000,,,11,中古相場価格税込,2006,日本仕様,124,cc,AT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0166,,,,,,,TMR07,0062,MV,2023/11/26,,,,,撮影,@しろくま,神奈川県,178cm,カワサキ,エルミネーター400SE,2023,神奈川,,166,src/img/bike_0166.jpg,,,,,8BL-EL400A,カワサキ,KAWASAKI,日本,ELIMINATOR SE,,48,26,WMTC値燃費,735,2250,,178,178,装備重量,858000,,,86,希望小売価格,2023,日本仕様,398,cc,MT,2,4st,,2023年4月発売ながら、モデルイヤー上は2024年モデル？,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0167,,,,○,,,TMR07,0063,MV,2023/11/26,,,,,撮影,@しん,神奈川県,175cm,ホンダ,CT125,2020,神奈川,,167,src/img/bike_0167.jpg,,,,,2BJ-JA55,ホンダ,HONDA,日本,CT125 HUNTER Cub,,9,67,WMTC値燃費,800,1960,,120,120,装備重量,440000,,,44,希望小売価格,2020,日本仕様,124,cc,AT,1,4st,,※162と重複,,src/img/bg_small.svg,src/img/back_small.svg,,,
0168,,,,,,,TMR07,0064,MV,2023/11/27,,,,,staff,@ぽち,神奈川県,177cm,スズキ,SWISH,2020,神奈川,,168,src/img/bike_0168.jpg,,,,,2BJ-DV12B,スズキ,SUZUKI,日本,SWISH,,9,50,WMTC値燃費,760,1830,,114,114,装備重量,346500,,,35,希望小売価格,2020,日本仕様,124,cc,AT,1,4st,,2019年仕様,,src/img/bg_small.svg,src/img/back_small.svg,,,
0169,,,,,,,TMR07,0065,MV,2023/12/3,,,,,staff,@ヒロくん,東京都,175cm,スズキ,hayabusa,2008,東京都,,169,src/img/bike_0169.jpg,,,,,,スズキ,SUZUKI,日本,Hayabusa,,197,17,実燃費（投稿サイト情報）,805,2190,,260,260,装備重量,1250000,,,125,中古相場価格税込,2008,日本仕様,1298,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0170,,,,○,,,TMR07,0066,MV,2024/01/14,,,,,app,@ヤミイ,東京都,184cm,ハスクバーナ,VITPILEN701,2018,東京都,,170,src/img/bike_0170.jpg,,,,,,ハスクバーナ,Husqvarna,スエーデン,VITPILEN 701,,76,30,実燃費（個人サイト情報）,830,2167,,157,157,装備重量,1380100,,,138,希望小売価格,2018,※海外メーカーモデル,693,cc,MT,1,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0171,,,,,,,TMR07,0067,MV,2024/01/14,,,,,app,@ヤミイ,東京都,184cm,アプリリア,RX125,2022,東京都,,171,src/img/bike_0171.jpg,,,,,,アプリリア,Aprilia,イタリア,RX125,,15,15,実燃費（投稿サイト情報）,905,2145,,134,134,装備重量,441000,,,44,希望小売価格,2022,※海外メーカーモデル,124,cc,MT,1,4st,,,,src/img/bg_small.svg,src/img/back_small.svg,,,
0172,,,,,,,TMR07,0068,EM,2024/01/04,,,,,app,@バードマン,神奈川県,172cm,ホンダ,CB400SF,2020,神奈川,,172,src/img/bike_0172.jpg,,,,,,ホンダ,HONDA,日本,CB400SF,,56,21,WMTC値燃費,755,2080,,201,201,装備重量,917400,,,92,希望小売価格,2020,日本仕様,399,cc,MT,4,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0173,,,,○,,,TMR07,0069,MV,2024/07/10,,,,,KAZUMA,@ピカピカちゃん,神奈川県,160cm,ヤマハ,SR400,2021,神奈川,,173,src/img/bike_0173.jpg,,,,,,ヤマハ,YAMAHA,日本,SR400,,24,30,WMTC値燃費,790,2085,,175,175,装備重量,605000,,,61,希望小売価格,2021,日本仕様,399,cc,MT,1,4st,,最終型SR400 Final Editionの場合,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
0174,,,,○,,,TMR07,0070,RM,,,,,,ug,@ロマン,埼玉県,177cm,ホンダ,CB1100RD,1983,本庄サーキット、筑波サーキット,,174,src/img/bike_0174.jpg,,,,,,ホンダ,HONDA,日本,CB1100RD,,120,12,実燃費（オーナー情報）,795,2220,233,,233,乾燥重量,4000000,,,400,希望小売価格,1983,日本仕様,1062,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0175,,,,,〇,,TMR07,0071,RB,2025/01/12,,,,,,@ウワガキみわた,神奈川,170cm,ハスクバーナ,Vitpilen 401,2022,,,175,src/img/bike_0175.jpg,,,,,,ハスクバーナ,Husqvarna,スエーデン,Vitpilen 401,,44,32,実燃費（オーナー情報）,835,2090,151,,151,乾燥重量,767000,,,77,希望小売価格,2022,※海外メーカーモデル,373,cc,MT,1,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,https://s3.ap-northeast-1.amazonaws.com/bikedb.com/r7starter/Vitpilen401.JPG
0176,,,,,〇,,TMR07,0072,RB,2025/01/12,,,,,,@ウシさいとう,神奈川,168cm,ヤマハ,XMAX-R,2019,,,176,src/img/bike_0176.jpg,,,,,,ヤマハ,YAMAHA,日本,XMAX-R,,27,34,WMTC値燃費,795,2185,,174,174,装備重量車重,80,80.4,,80,希望小売価格,2019,日本仕様,249,cc,AT,1,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,https://s3.ap-northeast-1.amazonaws.com/bikedb.com/r7starter/XMAX-R.JPG
0177,,,,,〇,,TMR07,0073,RB,2025/01/12,,,,,,@ホーネット,東京,160cm,ホンダ,Hornet600,1998,,,177,src/img/bike_0177.jpg,,,,,,ホンダ,HONDA,日本,HORNET 600,,69,21,実燃費（個人サイト情報）,790,2040,,195,195,装備重量車重,,62.9,,63,希望小売価格,1998,日本仕様,599,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,https://s3.ap-northeast-1.amazonaws.com/bikedb.com/r7starter/HORNET600.JPG
0178,,,,,〇,,TMR07,0074,RB,2025/01/12,,,,,,@ピン,山梨,171cm,カワサキ,W800,2022,,,178,src/img/bike_0178.jpg,,,,,8BL-EJ800E,カワサキ,KAWASAKI,日本,W800,,52,21,WMTC値燃費,790,2190,,226,226,装備重量車重,,117.7,,118,希望小売価格,2022,日本仕様,773,cc,MT,2,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,https://s3.ap-northeast-1.amazonaws.com/bikedb.com/r7starter/W800.JPG
0179,,,,,〇,,TMR07,0075,RB,2025/01/12,,,,,,@ゴン,神奈川,163cm,カワサキ,z900RS,2022,,,179,src/img/bike_0179.jpg,,,,,2BL-ZR900C,カワサキ,KAWASAKI,日本,Z900RS,,111,20,WMTC値燃費,800,2100,,215,215,装備重量車重,,138.6,,139,希望小売価格,2022,日本仕様,948,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,https://s3.ap-northeast-1.amazonaws.com/bikedb.com/r7starter/Z900RS.JPG
0180,,,,,〇,,TMR07,0076,RB,2025/01/12,,,,,,@ちはらん,山梨,168cm,カワサキ,Ninja ZX-4R SE,2024,,,180,src/img/bike_0180.jpg,,,,,8BL-ZX400P,カワサキ,KAWASAKI,日本,Ninja ZX-4R SE,,77,20,WMTC値燃費,800,1990,,190,190,装備重量車重,,112.2,,112,希望小売価格,2024,日本仕様,399,cc,MT,4,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,https://s3.ap-northeast-1.amazonaws.com/bikedb.com/r7starter/NinjaZX-4RSE.JPG
0181,,,,,〇,,TMR07,0077,RB,2025/01/12,,,,,,@さとー,神奈川,166cm,スズキ,刀,1994,,,181,src/img/bike_0181.jpg,,,,,GU76A,スズキ,SUZUKI,日本,KATANA,,95,16,WMTC値燃費,775,2250,,254,254,装備重量車重,,89.9,,90,希望小売価格,1994,日本仕様,1074,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,https://s3.ap-northeast-1.amazonaws.com/bikedb.com/r7starter/KATANA.JPG
0182,,,,,〇,,TMR07,0078,RB,2025/01/12,,,,,,@やっさん,神奈川,176cm,カワサキ,GPZ900R,1999,,,182,src/img/bike_0182.jpg,,,,,,カワサキ,KAWASAKI,日本,GPZ900R,,86,15,実燃費（投稿サイト情報）,790,2220,,255,255,装備重量車重,,79.9,,80,希望小売価格,1999,日本仕様,908,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,https://s3.ap-northeast-1.amazonaws.com/bikedb.com/r7starter/GPZ900R.JPG
0183,,,,,〇,,TMR07,0079,RB,2025/01/12,,,,,,@さかき,山梨,174cm,カワサキ,GSX1300R隼,2022,,,183,src/img/bike_0183.jpg,,,,,,カワサキ,KAWASAKI,日本,GSX1300R Hayabusa,,188,15,WMTC値燃費,800,2180,,264,264,装備重量車重,,215.6,,216,希望小売価格,2022,日本仕様,1339,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,https://s3.ap-northeast-1.amazonaws.com/bikedb.com/r7starter/GSX1300R%E9%9A%BC.JPG
0184,,,,,〇,,TMR07,0080,RB,2025/01/12,,,,,,@マサ,東京,180cm,カワサキ,VERSYS-X 250 ABS,2017,,,184,src/img/bike_0184.jpg,,,,,,カワサキ,KAWASAKI,日本,Versys-X 250,,33,25,WMTC値燃費,815,2170,,175,175,装備重量車重,,58.3,,58,希望小売価格,2017,日本仕様,248,cc,MT,2,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,https://s3.ap-northeast-1.amazonaws.com/bikedb.com/r7starter/VERSYS-X250ABS.JPG
0185,,,,,〇,,TMR07,0081,RB,2025/01/12,,,,,,@オーデナンスライダー,神奈川,167cm,カワサキ,Ninja H2SXSE+,2020,,,185,src/img/bike_0185.jpg,,,,,,カワサキ,KAWASAKI,日本,Ninja H2 SX SE+,,200,18,WMTC値燃費,820,2135,,262,262,装備重量車重,,282.7,,283,希望小売価格,2020,日本仕様,998,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,https://s3.ap-northeast-1.amazonaws.com/bikedb.com/r7starter/NinjaH2SXSE%2B.JPG
0186,,,,,〇,,TMR07,0082,RB,2025/05/25,,,,,,@サガ,東京,177cm,ホンダ,CB1000 HORNET SP,2025,,,,src/img/bike_0186.jpg,,,,,,ホンダ,HONDA,日本,CB1000 HORNET SP,,158,18,WMTC値燃費,809,2140,,212,212,装備重量車重,,158.4,,158,希望小売価格,2025,日本仕様,999,cc,MT,4,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0187,,,,,〇,,TMR07,0083,RB,2025/05/25,,,,,,@エミ,東京,159cm,MVアグスタ,ブルターレ800RRアメリカ ,2020,,,,src/img/bike_0187.jpg,,,,,,MVアグスタ,MV AGUSTA,イタリア,BRUTALE 800 RR,アメリカ,142,14,実燃費（投稿サイト情報）,830,2045,175,,175,乾燥重量車重,,226.8,,227,希望小売価格,2020,※海外メーカーモデル,798,cc,MT,3,4st,,,,src/img/bg_large.svg,src/img/back_large.svg,,,
0188,,,,,〇,,TMR07,0084,RB,2025/05/25,,,,,,@エミ,東京,159cm,ホンダ,レブル250SE,2023,,,,src/img/bike_0188.jpg,,,,,8BK-MC49,ホンダ,HONDA,日本,REBEL 250 S Edition,,26,34,WMTC値燃費,690,2205,,172,172,装備重量車重,,64.9,,65,希望小売価格,2023,日本仕様,249,cc,MT,1,4st,,,,src/img/bg_medium.svg,src/img/back_medium.svg,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
